pmid,title,keywords,pubyear,jid
25095794,Pathological alpha-synuclein propagates through neural networks.,"D000818:Animals;D001921:Brain;D004268:DNA-Binding Proteins;D051379:Mice;D008810:Mice, Inbred C57BL;D018345:Mice, Knockout;D009415:Nerve Net;D010766:Phosphorylation;D011328:Prions;D011994:Recombinant Proteins;D051844:alpha-Synuclein;D016875:tau Proteins",2015,241
25051958,A calcineurin- and NFAT-dependent pathway is involved in α-synuclein-induced degeneration of midbrain dopaminergic neurons.,"D000818:Animals;D017209:Apoptosis;D019703:Calcineurin;D065095:Calcineurin Inhibitors;D016572:Cyclosporine;D059290:Dopaminergic Neurons;D005786:Gene Expression Regulation;D057809:HEK293 Cells;D006801:Humans;D008636:Mesencephalon;D051379:Mice;D008822:Mice, Transgenic;D009154:Mutation;D050778:NFATC Transcription Factors;D010300:Parkinson Disease;D061251:Primary Cell Culture;D015398:Signal Transduction;D051844:alpha-Synuclein",2015,37
25009275,Reducing C-terminal-truncated alpha-synuclein by immunotherapy attenuates neurodegeneration and propagation in Parkinson's disease-like models.,"D000818:Animals;D000911:Antibodies, Monoclonal;D001921:Brain;D004195:Disease Models, Animal;D006801:Humans;D007167:Immunotherapy;D051379:Mice;D008822:Mice, Transgenic;D009069:Movement Disorders;D020734:Parkinsonian Disorders;D014018:Tissue Distribution;D016896:Treatment Outcome;D051844:alpha-Synuclein",2014,49
25008355,ESCRT-mediated uptake and degradation of brain-targeted α-synuclein single chain antibody attenuates neuronal degeneration in vivo.,"D020816:Amino Acid Motifs;D000818:Animals;D001055:Apolipoproteins B;D001343:Autophagy;D001522:Behavior, Animal;D001921:Brain;D002460:Cell Line;D056827:Endosomal Sorting Complexes Required for Transport;D023061:Gene Order;D005822:Genetic Vectors;D016086:Lentivirus;D051379:Mice;D008822:Mice, Transgenic;D009410:Nerve Degeneration;D009419:Nerve Tissue Proteins;D009457:Neuroglia;D009474:Neurons;D011485:Protein Binding;D021381:Protein Transport;D059748:Proteolysis;D051381:Rats;D057127:Single-Chain Antibodies;D014161:Transduction, Genetic;D051844:alpha-Synuclein",2015,244
24997849,Plasma exosomal α-synuclein is likely CNS-derived and increased in Parkinson's disease.,"D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D000818:Animals;D001921:Brain;D016022:Case-Control Studies;D015331:Cohort Studies;D055354:Exosomes;D005260:Female;D006801:Humans;D008297:Male;D013058:Mass Spectrometry;D051379:Mice;D008854:Microscopy, Electron;D008875:Middle Aged;D039842:Neural Cell Adhesion Molecule L1;D010300:Parkinson Disease;D012372:ROC Curve;D051844:alpha-Synuclein",2015,15
24942732,"Soluble, prefibrillar α-synuclein oligomers promote complex I-dependent, Ca2+-induced mitochondrial dysfunction.","D000818:Animals;D001704:Biopolymers;D002118:Calcium;D042967:Electron Transport Complex I;D006801:Humans;D053078:Membrane Potential, Mitochondrial;D051379:Mice;D008928:Mitochondria;D013844:Thiazoles;D051844:alpha-Synuclein",2014,100
24931606,Α-synuclein immunotherapy blocks uptake and templated propagation of misfolded α-synuclein and neurodegeneration.,"D000818:Animals;D000911:Antibodies, Monoclonal;D005260:Female;D007167:Immunotherapy;D020961:Lewy Body Disease;D008297:Male;D051379:Mice;D009474:Neurons;D010300:Parkinson Disease;D051844:alpha-Synuclein",2015,43
24878508,Intracellular processing of disease-associated α-synuclein in the human brain suggests prion-like cell-to-cell spread.,"D000368:Aged;D000369:Aged, 80 and over;D000906:Antibodies;D001253:Astrocytes;D001921:Brain;D005110:Extracellular Space;D005260:Female;D005911:Gliosis;D006801:Humans;D042541:Intracellular Space;D016631:Lewy Bodies;D020961:Lewy Body Disease;D008297:Male;D017628:Microglia;D008875:Middle Aged;D009474:Neurons;D010300:Parkinson Disease;D017433:Protein Structure, Secondary;D051844:alpha-Synuclein",2015,89
24851801,Immunotherapy targeting α-synuclein protofibrils reduced pathology in (Thy-1)-h[A30P] α-synuclein mice.,"D000818:Animals;D000911:Antibodies, Monoclonal;D001921:Brain;D004797:Enzyme-Linked Immunosorbent Assay;D005260:Female;D006801:Humans;D007116:Immunization, Passive;D007274:Injections, Intraperitoneal;D008297:Male;D008822:Mice, Transgenic;D009043:Motor Activity;D009154:Mutation;D020734:Parkinsonian Disorders;D012720:Severity of Illness Index;D013116:Spinal Cord;D051844:alpha-Synuclein",2015,89
24768993,A bacteriophage capsid protein provides a general amyloid interaction motif (GAIM) that binds and remodels misfolded protein assemblies.,"D016229:Amyloid beta-Peptides;D001425:Bacterial Outer Membrane Proteins;D017104:Bacteriophage M13;D036022:Capsid Proteins;D029968:Escherichia coli Proteins;D006801:Humans;D007700:Kinetics;D026901:Membrane Transport Proteins;D008958:Models, Molecular;D019636:Neurodegenerative Diseases;D011485:Protein Binding;D011487:Protein Conformation;D017510:Protein Folding;D054730:Protein Interaction Domains and Motifs;D055503:Protein Multimerization;D011993:Recombinant Fusion Proteins;D051844:alpha-Synuclein;D016875:tau Proteins",2014,245
24746855,"The beneficial effect of a prolyl oligopeptidase inhibitor, KYP-2047, on alpha-synuclein clearance and autophagy in A30P transgenic mouse.","D000409:Alanine;D000818:Animals;D001343:Autophagy;D001921:Brain;D001927:Brain Diseases;D002461:Cell Line, Transformed;D004195:Disease Models, Animal;D006801:Humans;D051379:Mice;D008810:Mice, Inbred C57BL;D008822:Mice, Transgenic;D009043:Motor Activity;D009154:Mutation;D011392:Proline;D012697:Serine Endopeptidases;D015842:Serine Proteinase Inhibitors;D013997:Time Factors;D051844:alpha-Synuclein",2015,89
24736453,MHC-I expression renders catecholaminergic neurons susceptible to T-cell-mediated degeneration.,"D059331:Adrenergic Neurons;D000368:Aged;D000369:Aged, 80 and over;D000818:Animals;D002470:Cell Survival;D004298:Dopamine;D059290:Dopaminergic Neurons;D005260:Female;D020869:Gene Expression Profiling;D005805:Genes, MHC Class I;D015395:Histocompatibility Antigens Class I;D006801:Humans;D007371:Interferon-gamma;D008125:Locus Coeruleus;D008297:Male;D008543:Melanins;D051379:Mice;D017628:Microglia;D008875:Middle Aged;D018384:Oxidative Stress;D010300:Parkinson Disease;D012333:RNA, Messenger;D013378:Substantia Nigra;D013602:T-Lymphocytes, Cytotoxic;D051844:alpha-Synuclein",2015,30
24728187,"The novel Parkinson's disease linked mutation G51D attenuates in vitro aggregation and membrane binding of α-synuclein, and enhances its secretion and nuclear localization in cells.","D001921:Brain;D002021:Buffers;D002454:Cell Differentiation;D002460:Cell Line;D002462:Cell Membrane;D002467:Cell Nucleus;D002478:Cells, Cultured;D006801:Humans;D002479:Inclusion Bodies;D008928:Mitochondria;D009154:Mutation;D009447:Neuroblastoma;D009474:Neurons;D009685:Nuclear Envelope;D010300:Parkinson Disease;D010766:Phosphorylation;D066329:Protein Aggregates;D066263:Protein Aggregation, Pathological;D011485:Protein Binding;D017433:Protein Structure, Secondary;D021381:Protein Transport;D012441:Saccharomyces cerevisiae;D012967:Sodium Dodecyl Sulfate;D013347:Subcellular Fractions;D053835:Unilamellar Liposomes;D051844:alpha-Synuclein",2015,37
24662516,Accumulation of oligomer-prone α-synuclein exacerbates synaptic and neuronal degeneration in vivo.,"D000544:Alzheimer Disease;D000818:Animals;D001921:Brain;D004195:Disease Models, Animal;D005786:Gene Expression Regulation;D018698:Glutamic Acid;D006801:Humans;D020961:Lewy Body Disease;D008239:Lysine;D008569:Memory Disorders;D051379:Mice;D008810:Mice, Inbred C57BL;D008822:Mice, Transgenic;D009154:Mutation;D009410:Nerve Degeneration;D009419:Nerve Tissue Proteins;D009474:Neurons;D013569:Synapses;D018800:Thy-1 Antigens;D051844:alpha-Synuclein",2014,36
24659240,"Amyloidogenic α-synuclein seeds do not invariably induce rapid, widespread pathology in mice.","D000686:Amyloidosis;D000818:Animals;D001921:Brain;D002478:Cells, Cultured;D004926:Escherichia coli;D018014:Gene Transfer Techniques;D006801:Humans;D008809:Mice, Inbred C3H;D008810:Mice, Inbred C57BL;D008822:Mice, Transgenic;D009413:Nerve Fibers, Myelinated;D009434:Neural Pathways;D016900:Neurofilament Proteins;D009457:Neuroglia;D009474:Neurons;D011994:Recombinant Proteins;D013045:Species Specificity;D051844:alpha-Synuclein",2014,15
24603074,Parkinson's disease-linked human PARK9/ATP13A2 maintains zinc homeostasis and promotes α-Synuclein externalization via exosomes.,D001343:Autophagy;D055354:Exosomes;D006706:Homeostasis;D006801:Humans;D009474:Neurons;D010300:Parkinson Disease;D006180:Proton-Translocating ATPases;D015032:Zinc;D051844:alpha-Synuclein,2015,37
24574503,Ambroxol improves lysosomal biochemistry in glucocerebrosidase mutation-linked Parkinson disease cells.,"D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D000551:Ambroxol;D002478:Cells, Cultured;D005260:Female;D005347:Fibroblasts;D005776:Gaucher Disease;D020869:Gene Expression Profiling;D005786:Gene Expression Regulation;D005962:Glucosylceramidase;D006026:Glycoside Hydrolases;D006801:Humans;D008297:Male;D008875:Middle Aged;D009154:Mutation;D009447:Neuroblastoma;D018384:Oxidative Stress;D010300:Parkinson Disease",2014,36
24525765,Next-generation active immunization approach for synucleinopathies: implications for Parkinson's disease clinical trials.,"D000818:Animals;D000906:Antibodies;D001369:Axons;D002421:Caudate Nucleus;D002986:Clinical Trials as Topic;D004195:Disease Models, Animal;D006801:Humans;D020961:Lewy Body Disease;D008569:Memory Disorders;D008810:Mice, Inbred C57BL;D008822:Mice, Transgenic;D017628:Microglia;D009043:Motor Activity;D009410:Nerve Degeneration;D010300:Parkinson Disease;D011699:Putamen;D013569:Synapses;D013601:T-Lymphocytes;D014611:Vaccination;D051844:alpha-Synuclein",2015,15
24468877,Extracellular α--synuclein-a novel and crucial factor in Lewy body diseases.,"D000818:Animals;D045604:Extracellular Fluid;D006801:Humans;D020961:Lewy Body Disease;D008958:Models, Molecular;D009474:Neurons;D051844:alpha-Synuclein",2014,34
24399444,Parkinson's disease-associated human ATP13A2 (PARK9) deficiency causes zinc dyshomeostasis and mitochondrial dysfunction.,D001343:Autophagy;D001692:Biological Transport;D006706:Homeostasis;D006801:Humans;D008928:Mitochondria;D009154:Mutation;D020734:Parkinsonian Disorders;D006180:Proton-Translocating ATPases;D017382:Reactive Oxygen Species;D015032:Zinc,2015,37
24337465,"Nilotinib-induced autophagic changes increase endogenous parkin level and ubiquitination, leading to amyloid clearance.","D000544:Alzheimer Disease;D000682:Amyloid;D000818:Animals;D001343:Autophagy;D045744:Cell Line, Tumor;D004795:Enzyme Stability;D006624:Hippocampus;D006801:Humans;D008297:Male;D008810:Mice, Inbred C57BL;D008822:Mice, Transgenic;D047428:Protein Kinase Inhibitors;D011743:Pyrimidines;D051381:Rats;D044767:Ubiquitin-Protein Ligases;D054875:Ubiquitination",2014,246
24334770,Zn²⁺ dyshomeostasis caused by loss of ATP13A2/PARK9 leads to lysosomal dysfunction and alpha-synuclein accumulation.,D006706:Homeostasis;D006801:Humans;D008247:Lysosomes;D020734:Parkinsonian Disorders;D006180:Proton-Translocating ATPases;D015032:Zinc;D051844:alpha-Synuclein,2015,37
24243558,Lewy body extracts from Parkinson disease brains trigger α-synuclein pathology and neurodegeneration in mice and monkeys.,"D000818:Animals;D003342:Corpus Striatum;D059290:Dopaminergic Neurons;D005260:Female;D006801:Humans;D016631:Lewy Bodies;D008253:Macaca mulatta;D051379:Mice;D018345:Mice, Knockout;D008845:Microinjections;D009410:Nerve Degeneration;D010300:Parkinson Disease;D013378:Substantia Nigra;D014020:Tissue Extracts;D051844:alpha-Synuclein",2014,122
24236103,Preconditioning of microglia by α-synuclein strongly affects the response induced by toll-like receptor (TLR) stimulation.,"D000634:Aminoquinolines;D000818:Animals;D001119:Arginase;D001412:Bacillus subtilis;D053148:Caspase 3;D016764:Cell Polarity;D002478:Cells, Cultured;D016207:Cytokines;D015870:Gene Expression;D000077271:Imiquimod;D007113:Immunity, Innate;D008297:Male;D051379:Mice;D008810:Mice, Inbred C57BL;D017628:Microglia;D052247:Nitric Oxide Synthase Type II;D010457:Peptidoglycan;D011070:Poly I-C;D051193:Toll-Like Receptors;D051844:alpha-Synuclein",2014,68
24108358,Structural and functional characterization of two alpha-synuclein strains.,"D045744:Cell Line, Tumor;D002470:Cell Survival;D004926:Escherichia coli;D006801:Humans;D009474:Neurons;D017510:Protein Folding;D020033:Protein Isoforms;D055503:Protein Multimerization;D017433:Protein Structure, Secondary;D011994:Recombinant Proteins;D053838:Scattering, Small Angle;D017550:Spectroscopy, Fourier Transform Infrared;D014961:X-Ray Diffraction;D051844:alpha-Synuclein",2014,30
23983262,Polo-like kinase 2 regulates selective autophagic α-synuclein clearance and suppresses its toxicity in vivo.,"D000704:Analysis of Variance;D000818:Animals;D017931:DNA Primers;D004591:Electrophoresis, Polyacrylamide Gel;D005786:Gene Expression Regulation;D057809:HEK293 Cells;D006801:Humans;D007150:Immunohistochemistry;D047468:Immunoprecipitation;D010300:Parkinson Disease;D010766:Phosphorylation;D017346:Protein-Serine-Threonine Kinases;D059748:Proteolysis;D051381:Rats;D051844:alpha-Synuclein",2013,12
23925565,Transfer of human α-synuclein from the olfactory bulb to interconnected brain regions in mice.,"D000818:Animals;D001370:Axonal Transport;D001921:Brain;D002452:Cell Count;D004396:Coloring Agents;D005260:Female;D005455:Fluorescent Antibody Technique;D005456:Fluorescent Dyes;D006801:Humans;D007150:Immunohistochemistry;D016631:Lewy Bodies;D051379:Mice;D008810:Mice, Inbred C57BL;D017628:Microglia;D009434:Neural Pathways;D009830:Olfactory Bulb;D010300:Parkinson Disease;D011994:Recombinant Proteins;D013238:Stereotaxic Techniques;D051844:alpha-Synuclein",2014,15
23916651,Novel A18T and pA29S substitutions in α-synuclein may be associated with sporadic Parkinson's disease.,"D000328:Adult;D000368:Aged;D000369:Aged, 80 and over;D000595:Amino Acid Sequence;D019943:Amino Acid Substitution;D005260:Female;D056726:Genetic Association Studies;D006801:Humans;D008297:Male;D008875:Middle Aged;D008969:Molecular Sequence Data;D020125:Mutation, Missense;D010300:Parkinson Disease;D010375:Pedigree;D051844:alpha-Synuclein",2014,20
23874151,Neurotransmitter-triggered transfer of exosomes mediates oligodendrocyte-neuron communication.,"D000818:Animals;D002450:Cell Communication;D002470:Cell Survival;D055354:Exosomes;D005260:Female;D018698:Glutamic Acid;D008297:Male;D051379:Mice;D008810:Mice, Inbred C57BL;D009474:Neurons;D018377:Neurotransmitter Agents;D009836:Oligodendroglia;D015398:Signal Transduction",2014,247
23859557,"Disrupting self-assembly and toxicity of amyloidogenic protein oligomers by ""molecular tweezers"" - from the test tube to animal models.","D000595:Amino Acid Sequence;D058227:Amyloidogenic Proteins;D000818:Animals;D001952:Bridged-Ring Compounds;D002986:Clinical Trials as Topic;D006801:Humans;D057927:Hydrophobic and Hydrophilic Interactions;D023421:Models, Animal;D008969:Molecular Sequence Data;D010755:Organophosphates;D066263:Protein Aggregation, Pathological;D055503:Protein Multimerization;D055672:Static Electricity;D013569:Synapses;D051844:alpha-Synuclein",2015,90
23792198,Exosomes of BV-2 cells induced by alpha-synuclein: important mediator of neurodegeneration in PD.,D000818:Animals;D017209:Apoptosis;D002460:Cell Line;D055354:Exosomes;D051379:Mice;D017628:Microglia;D009410:Nerve Degeneration;D010300:Parkinson Disease;D051844:alpha-Synuclein,2014,14
23790379,In vitro study of α-synuclein protofibrils by cryo-EM suggests a Cu(2+)-dependent aggregation pathway.,D000682:Amyloid;D000818:Animals;D003300:Copper;D020285:Cryoelectron Microscopy;D006801:Humans;D055503:Protein Multimerization;D051844:alpha-Synuclein,2014,248
23765500,Properties of native brain α-synuclein.,D000818:Animals;D006801:Humans;D051844:alpha-Synuclein,2013,13
23757764,Boosting chaperone-mediated autophagy in vivo mitigates α-synuclein-induced neurodegeneration.,"D000661:Amphetamine;D000704:Analysis of Variance;D000818:Animals;D001058:Apomorphine;D001343:Autophagy;D002478:Cells, Cultured;D002540:Cerebral Cortex;D003342:Corpus Striatum;D000229:Dependovirus;D004298:Dopamine;D004622:Embryo, Mammalian;D004791:Enzyme Inhibitors;D005260:Female;D005786:Gene Expression Regulation;D005822:Genetic Vectors;D049452:Green Fluorescent Proteins;D006388:Hemagglutinins;D006801:Humans;D052119:Lysosomal-Associated Membrane Protein 2;D051907:Lysosome-Associated Membrane Glycoproteins;D018942:Macrolides;D051379:Mice;D018832:Molecular Chaperones;D009043:Motor Activity;D009410:Nerve Degeneration;D009447:Neuroblastoma;D009474:Neurons;D051381:Rats;D014162:Transfection;D014446:Tyrosine 3-Monooxygenase;D051844:alpha-Synuclein",2013,36
23744071,α-Synuclein oligomers impair neuronal microtubule-kinesin interplay.,"D002460:Cell Line;D002470:Cell Survival;D003598:Cytoskeletal Proteins;D059290:Dopaminergic Neurons;D004591:Electrophoresis, Polyacrylamide Gel;D006801:Humans;D016547:Kinesin;D008856:Microscopy, Fluorescence;D008869:Microtubule-Associated Proteins;D008870:Microtubules;D009154:Mutation;D016501:Neurites;D011485:Protein Binding;D055503:Protein Multimerization;D014404:Tubulin;D051844:alpha-Synuclein;D016875:tau Proteins",2013,100
